Symbol,Name,Currency
HLF,High Liner Foods Inc,CAD
HLS,HLS Therapeutics Inc,CAD
HMM.A,Hammond Manufacturing Co Ltd,CAD
HOM.U,BSR Real Estate Investment Trust,USD
HOM.UN,BSR Real Estate Investment Trust,CAD
HOT.U,AMERICAN HOTEL INCOME PROPERTIE,USD
HOT.UN,AMERICAN HOTEL INCOME PROPER,CAD
HPS.A,Hammond Power Solutions Inc,CAD
HRIF,Harvest Diversified Equity Income ETF,CAD
HR.UN,H&R Real Estate Investment Trust,CAD
HRX,Heroux-Devtek Inc,CAD
HSE.PR.A,Husky Energy Inc,CAD
HSE.PR.B,Husky Energy Inc,CAD
HSE.PR.C,Husky Energy Inc,CAD
HTL,Hamilton Thorne Ltd.,CAD
HUT,Hut 8 Mining Corp,CAD
HWO,High Arctic Energy Services Inc,CAD
HWX,Headwater Exploration Inc,CAD
HZM,Horizonte Minerals PLC,CAD
IAF.PR.B,Industrial Alliance Insurance & Financial Services Inc,CAD
IAG,iA Financial Corp Inc,CAD
IAU,i-80 Gold Corp.,CAD
ICE,Canlan Ice Sports Corp,CAD
IDG,Indigo Books & Music Inc,CAD
IE,Ivanhoe Electric Inc.,CAD
IFA,iFabric Corp,CAD
IFC,Intact Financial Corp,CAD
IFC.PR.A,Intact Financial Corp,CAD
IFC.PR.C,Intact Financial Corp,CAD
IFC.PR.E,Intact Financial Corp,CAD
IFC.PR.F,Intact Financial Corp,CAD
IFC.PR.G,Intact Financial Corp,CAD
IFC.PR.I,Intact Financial Corp,CAD
IFC.PR.K,Intact Financial Corporation,CAD
IFP,Interfor Corp,CAD
IGM,IGM Financial Inc,CAD
IGX,IntelGenx Technologies Corp.,CAD
III,Imperial Metals Corp,CAD
IIP.UN,InterRent Real Estate Investment Trust,CAD
ILLM,AcuityAds Holdings Inc,CAD
IMG,IAMGOLD Corp,CAD
IMO,Imperial Oil Ltd,CAD
IMP,Intermap Technologies Corp,CAD
IMV,IMV Inc,CAD
INCR.U,InterCure Ltd.,USD
INE,Innergex Renewable Energy Inc,CAD
INE.PR.A,Innergex Renewable Energy Inc,CAD
INE.PR.C,Innergex Renewable Energy Inc,CAD
INO.UN,INOVALIS REAL ESTATE INVESTM,CAD
IPCI,Intellipharmaceutics International Inc-CA,CAD
IPCO,International Petroleum Corp-Sweden,CAD
IPL,Inter Pipeline Ltd,CAD
IPO,InPlay Oil Corp,CAD
ISV,INFORMATION SERVICES CORP,CAD
ITE,i3 Energy Plc,CAD
ITH,International Tower Hill Mines Ltd,CAD
IVN,Ivanhoe Mines Ltd,CAD
IVQ,Invesque Inc.,CAD
IVQ.U,Invesque Inc,USD
JAG,Jaguar Mining Inc,CAD
JOY,JOURNEY ENERGY INC,CAD
JWEL,Jamieson Wellness Inc,CAD
K,Kinross Gold Corp,CAD
KBL,K-Bro Linen Inc,CAD
KEC,Kiwetinohk Energy Corp.,CAD
KEG.UN,Keg Royalties Income Fund-The,CAD
KEI,Kolibri Global Energy Inc.,CAD
KEL,KELT EXPLORATION LTD,CAD
KEY,Keyera Corp,CAD
KITS,Kits Eyecare Ltd.,CAD
KLS,Kelso Technologies Inc,CAD
KMP.UN,Killam Apartment Real Estate Investment Trust,CAD
KNT,K92 Mining Inc.,CAD
KPT,KP TISSUE INC,CAD
KRN,Karnalyte Resources Inc,CAD
KRR,Karora Resources Inc.,CAD
KSI,"kneat.com, inc.",CAD
KXS,KINAXIS INC,CAD
L,Loblaw Cos Ltd,CAD
LAAC,Lithium Americas Corp.,CAD
LABS,MediPharm Labs Corp,CAD
LAC,Lithium Americas Corp,CAD
LAM,Laramide Resources Ltd,CAD
LAS.A,Lassonde Industries Inc,CAD
LB,Laurentian Bank of Canada,CAD
LB.PR.H,Laurentian Bank of Canada,CAD
LBS.PR.A,Life & Banc Split Corp,CAD
LCFS,Tidewater Renewables Ltd.,CAD
LCS.PR.A,Brompton Lifeco Split Corp,CAD
LEV,The Lion Electric Company,CAD
LEV.WT,,CAD
LFE.PR.B,Canadian Life Cos Split Corp,CAD
LGD,Liberty Gold Corp,CAD
LGO,Largo Resources Ltd,CAD
LGT.A,Logistec Corporation,CAD
LGT.B,Logistec Corp,CAD
LIF,Labrador Iron Ore Royalty Corp,CAD
LIRC,Lithium Royalty Corp.,CAD
LN,Loncor Resources Inc,CAD
LNF,Leon''s Furniture Ltd,CAD
LNR,Linamar Corp,CAD
LPAY.U,Horizons Long-Term U.S. Treasury Premium Yield Etf,USD
LPEN,Loop Energy Inc.,CAD
L.PR.B,Loblaw Cos Ltd,CAD
LSPD,Lightspeed POS Inc,CAD
LSPK,LifeSpeak Inc.,CAD
LUC,Lucara Diamond Corp,CAD
LUG,Lundin Gold Inc,CAD
LUN,Lundin Mining Corp,CAD
LXR,LXRandCo Inc,CAD
MAG,MAG Silver Corp,CAD
MAL,Magellan Aerospace Corp,CAD
MARI,Marimaca Copper Corp.,CAD
MATR,Mattr,CAD
MAV,Mav Beauty Brands Inc,CAD
MAW,Mawson Resources Ltd,CAD
MBX,Microbix Biosystems Inc,CAD
MCB,McCoy Global Inc,CAD
MDA,MDA Ltd.,CAD
MDF,Mediagrif Interactive Technologies Inc,CAD
MDI,Major Drilling Group International Inc,CAD
MDNA,Medicenna Therapeutics Corp,CAD
MDP,Medexus Pharmaceuticals Inc.,CAD
ME,Moneta Porcupine Mines Inc,CAD
MEG,MEG Energy Corp,CAD
MEQ,Mainstreet Equity Corp,CAD
MFC,Manulife Financial Corp,CAD
MFC.PR.B,Manulife Financial Corp,CAD
MFC.PR.C,Manulife Financial Corp,CAD
MFC.PR.F,Manulife Financial Corp,CAD
MFC.PR.I,Manulife Financial Corp,CAD
MFC.PR.J,Manulife Financial Corp,CAD
MFC.PR.K,Manulife Financial Corp,CAD
MFC.PR.L,Manulife Financial Corp,CAD
MFC.PR.M,Manulife Financial Corp,CAD
MFC.PR.N,Manulife Financial Corp,CAD
MFC.PR.P,Manulife Financial Corp,CAD
MFC.PR.Q,Manulife Financial Corp,CAD
MFI,Maple Leaf Foods Inc,CAD
MG,Magna International Inc,CAD
MGA,Mega Uranium Ltd,CAD
MHC.U,Flagship Communities Real Estate Investment Trust,USD
MHC.UN,Flagship Communities Real Estate Investment Trust,CAD
MIC.PR.A,Sagen MI Canada Inc.,CAD
MIN,Excelsior Mining Corp,CAD
MI.UN,Minto Apartment Real Estate Investment Trust,CAD
MKP,MCAN Mortgage Corp,CAD
MKZ.UN,Mackenzie Master Limited Partnership,CAD
MND,Mandalay Resources Corp,CAD
MNO,Meridian Mining UK Societas,CAD
MNU.U,Purpose USD Cash Management Fund,USD
MOGO,Mogo Inc,CAD
MOZ,Marathon Gold Corp,CAD
MPC,Madison Pacific Properties Inc,CAD
MPC.C,Madison Pacific Properties Inc,CAD
MPCT.UN,Dream Impact Trust,CAD
MPVD,Mountain Province Diamonds Inc,CAD
MRC,Morguard Corp,CAD
MRD,Melcor Developments Ltd,CAD
MRE,Martinrea International Inc,CAD
MRG.UN,Morguard North American Residential Real Estate Investment Trust,CAD
MRT.DBA,MORGUARD REIT 4.85 PCT DEBS,CAD
MRT.UN,Morguard Real Estate Investment Trust,CAD
MRU,Metro Inc-CN,CAD
MR.UN,Melcor Real Estate Investment Trust,CAD
MSA,Mineros S.A.,CAD
MSRE.UN,Sustainable Real Estate Dividend Fund,CAD
MSV,Minco Silver Corp,CAD
MTL,Mullen Group Ltd,CAD
MTY,MTY Food Group Inc,CAD
MUX,McEwen Mining Inc,CAD
MVP,MediaValet Inc.,CAD
MX,Methanex Corp,CAD
MXG,Maxim Power Corp,CAD
NA,National Bank of Canada,CAD
NANO,Nano One Materials Corp.,CAD
NA.PR.C,National Bank of Canada,CAD
NA.PR.E,National Bank of Canada,CAD
NA.PR.G,National Bank of Canada,CAD
NA.PR.S,National Bank of Canada,CAD
NA.PR.W,National Bank of Canada,CAD
NB,NioCorp Developments Ltd,CAD
NBLY,Neighbourly Pharmacy Inc.,CAD
NCF,Northcliff Resources Ltd,CAD
NCM,Newcrest Mining Limited,CAD
NCP,Nickel Creek Platinum Corp,CAD
NCU,Nevada Copper Corp,CAD
NDM,Northern Dynasty Minerals Ltd,CAD
NEO,Neo Performance Materials Inc,CAD
NEXT,NextSource Materials Inc,CAD
NFI,NFI Group Inc,CAD
NFI.R,NFI GROUP INC SUB RCT,CAD
NG,Novagold Resources Inc,CAD
NGD,New Gold Inc,CAD
NGT,Newmont Corp,CAD
NHF.UN,Northview Canadian High Yield Residential Fund,CAD
NHK,Nighthawk Gold Corp,CAD
NHK.WT,Nighthawk Gold Corp,CAD
NOA,North American Construction Group Ltd,CAD
NOVC,Nova Cannabis Inc.,CAD
NPI,Northland Power Inc,CAD
NPI.PR.A,Northland Power Inc,CAD
NPI.PR.B,Northland Power Inc,CAD
NPK,Verde Agritech PLC,CAD
NRR.UN,Northview Residential REIT,CAD
NTR,Nutrien Ltd,CAD
NUAG,New Pacific Metals Corp.,CAD
NUMI,Numinus Wellness Inc.,CAD
NVA,NuVista Energy Ltd,CAD
NVEI,Nuvei Corporation,CAD
NVO,Novo Resources Corp.,CAD
NWC,North West Co Inc-The,CAD
NWH.UN,NorthWest Healthcare Properties Real Estate Investment Trust,CAD
NXE,NexGen Energy Ltd,CAD
NXR.UN,Nexus Real Estate Investment Trust,CAD
OBE,Obsidian Energy Ltd,CAD
OGC,OceanaGold Corp,CAD
OGD,Orbit Garant Drilling Inc,CAD
OGI,Organigram Holdings Inc,CAD
OLA,Orla Mining Ltd,CAD
OLY,Olympia Financial Group Inc,CAD
ONC,Oncolytics Biotech Inc,CAD
ONEX,Onex Corp,CAD
OPS,Opsens Inc,CAD
OPT,Optiva Inc,CAD
OR,Osisko Gold Royalties Ltd,CAD
ORA,Aura Minerals Inc,CAD
ORE,Orezone Gold Corporation,CAD
OREA,Orea Mining Corp.,CAD
ORV,Orvana Minerals Corp,CAD
OSK,Osisko Mining Inc,CAD
OSP.PR.A,Brompton Oil Split Corp,CAD
OTEX,Open Text Corp,CAD
OVV,Ovintiv Inc,CAD
PAAS,Pan American Silver Corp,CAD
PAY,Payfare Inc.,CAD
PBH,Premium Brands Holdings Corp,CAD
PBL,Pollard Banknote Ltd,CAD
PD,Precision Drilling Corp,CAD
PDV.PR.A,Prime Dividend Corp,CAD
PEA,Pieridae Energy Limited,CAD
PET,Pet Valu Holdings Ltd.,CAD
PEY,Peyto Exploration & Development Corp,CAD
PEY.R,Peyto Exploration & Development Corp.,CAD
PHX,PHX Energy Services Corp,CAD
PHYS,Sprott Physical Gold Trust,CAD
PIC.PR.A,Premium Income Corp,CAD
PIF,Polaris Infrastructure Inc,CAD
PIPE,Pipestone Energy Corp.,CAD
PKI,Parkland Fuel Corp,CAD
PLC,Park Lawn Corp,CAD
PLZ.UN,Plaza Retail REIT,CAD
PMT,Perpetual Energy Inc,CAD
PMZ.UN,Primaris Real Estate Investment Trust,CAD
PNC.A,Postmedia Network Canada Corp,CAD
PNC.B,Postmedia Network Canada Corp,CAD
PNE,Pine Cliff Energy Ltd,CAD
PNP,Pinetree Capital Ltd,CAD
POM,PolyMet Mining Corp,CAD
POU,Paramount Resources Ltd,CAD
POW,Power Corp of Canada,CAD
POW.PR.A,Power Corp of Canada,CAD
POW.PR.B,Power Corp of Canada,CAD
POW.PR.C,Power Corp of Canada,CAD
POW.PR.D,Power Corp of Canada,CAD
POW.PR.G,Power Corp of Canada,CAD
PPL,Pembina Pipeline Corp,CAD
PPL.PF.A,Pembina Pipeline Corp,CAD
PPL.PF.C,Pembina Pipeline Corp,CAD
PPL.PF.E,Pembina Pipeline Corp,CAD
PPL.PR.A,Pembina Pipeline Corp,CAD
PPL.PR.C,Pembina Pipeline Corp,CAD
PPL.PR.E,Pembina Pipeline Corp,CAD
PPL.PR.G,Pembina Pipeline Corp,CAD
PPL.PR.I,Pembina Pipeline Corp,CAD
PPL.PR.O,Pembina Pipeline Corp,CAD
PPL.PR.Q,Pembina Pipeline Corp,CAD
PPL.PR.S,Pembina Pipeline Corp,CAD
PPR,Prairie Provident Resources Inc,CAD
PPTA,Perpetua Resources Corp.,CAD
PRB,Probe Gold Inc.,CAD
PRL,Propel Holdings Inc.,CAD
PRM.PR.A,Big Pharma Split Corp,CAD
PRMW,Primo Water Corp,CAD
PRN,Profound Medical Corp,CAD
PRQ,Petrus Resources Ltd,CAD
PRU,Perseus Mining Ltd,CAD
PRV.UN,PRO Real Estate Investment Trust,CAD
PSD,Pulse Seismic Inc,CAD
PSI,Pason Systems Inc,CAD
PSK,PrairieSky Royalty Ltd,CAD
PSLV,Sprott Physical Silver Trust,CAD
PTI.UN,PIMCO Tactical Income Fund,CAD
PTM,Platinum Group Metals Ltd,CAD
PTO.UN,PIMCO Tactical Income Opportunities Fund,CAD
PVS.PR.D,Partners Value Split Corp,CAD
PVS.PR.F,Partners Value Split Corp,CAD
PVS.PR.G,Partners Value Split Corp,CAD
PVS.PR.H,Partners Value Split Corp,CAD
PVS.PR.I,Partners Value Split Corp.,CAD
PVS.PR.J,Partners Value Split Corp.,CAD
PVS.PR.K,Partners Value Split Corp.,CAD
PWF.PF.A,Power Financial Corporation,CAD
PWF.PR.A,Power Financial Corp,CAD
PWF.PR.E,Power Financial Corp,CAD
PWF.PR.F,Power Financial Corp,CAD
PWF.PR.G,Power Financial Corp,CAD
PWF.PR.H,Power Financial Corp,CAD
PWF.PR.I,Power Financial Corp,CAD
PWF.PR.K,Power Financial Corp,CAD
PWF.PR.L,Power Financial Corp,CAD
PWF.PR.O,Power Financial Corp,CAD
PWF.PR.P,Power Financial Corp,CAD
PWF.PR.Q,Power Financial Corp,CAD
PWF.PR.R,Power Financial Corp,CAD
PWF.PR.S,Power Financial Corp,CAD
PWF.PR.T,Power Financial Corp,CAD
PWF.PR.Z,Power Financial Corp,CAD
PWI,Sustainable Power & Infrastructure Split Corp.,CAD
PWI.PR.A,Sustainable Power & Infrastructure Split Corp.,CAD
PXT,Parex Resources Inc,CAD
PYR,PyroGenesis Canada Inc.,CAD
PZA,Pizza Pizza Royalty Corp,CAD
QBR.A,Quebecor Inc,CAD
QBR.B,Quebecor Inc,CAD
QBTC,The Bitcoin Fund,CAD
QEC,Questerre Energy Corp,CAD
QETH.U,The Ether Fund,USD
QETH.UN,The Ether Fund,CAD
QFOR,Q4 Inc.,CAD
QIPT,Quipt Home Medical Corp.,CAD
QQCC,Horizons NASDAQ-100 Covered Call ETF,CAD
QQQY,Evolve Nasdaq Technology Enhanced Yield Index Fund,CAD
QRC,Queen's Road Capital Investment Ltd.,CAD
QSP.UN,Restaurant Brands International LP,CAD
QSR,Restaurant Brands International Inc,CAD
QTRH,Quarterhill Inc,CAD
RAY.A,Stingray Group Inc,CAD
RAY.B,Stingray Group Inc,CAD
RBA,Ritchie Bros Auctioneers Inc,CAD
RBY,Rubellite Energy Inc.,CAD
RCDC,Rbc Canadian Dividend Covered Callable Etf,CAD
RCG,RF Capital Group Inc.,CAD
RCG.PR.B,RF Capital Group Inc.,CAD
RCH,Richelieu Hardware Ltd,CAD
RCI.A,Rogers Communications Inc,CAD
RCI.B,Rogers Communications Inc,CAD
REAL,Real Matters Inc,CAD
REAX,The Real Brokerage Inc.,CAD
REI.UN,RioCan Real Estate Investment Trust,CAD
RNW,TRANSALTA RENEWABLES INC,CAD
ROOT,Roots Corp,CAD
RPI.UN,Richards Packaging Income Fund,CAD
RS,Real Estate & E-Comm Split Corp.,CAD
RSI,Rogers Sugar Inc,CAD
RS.PR.A,Real Estate & E-Comm Split Corp.,CAD
RTG,RTG Mining Inc,CAD
RUDC,RBC U S Dividend Covered Callable ETF,CAD
RUP,Rupert Resources Ltd.,CAD
RUS,Russel Metals Inc,CAD
RVX,Resverlogix Corp,CAD
RY,Royal Bank of Canada,CAD
RY.PR.H,Royal Bank of Canada,CAD
RY.PR.J,Royal Bank of Canada,CAD
RY.PR.M,Royal Bank of Canada,CAD
RY.PR.N,Royal Bank of Canada,CAD
RY.PR.O,Royal Bank of Canada,CAD
RY.PR.S,Royal Bank of Canada,CAD
RY.PR.Z,Royal Bank of Canada,CAD
S,Sherritt International Corp,CAD
SAM,Starcore International Mines Ltd,CAD
SAP,Saputo Inc,CAD
SAU,St Augustine Gold and Copper Ltd,CAD
SBC.PR.A,Brompton Split Banc Corp,CAD
SBI,Serabi Gold PLC,CAD
SBN.PR.A,S Split Corp,CAD
SBR,Silver Bear Resources PLC,CAD
SCY,Scandium International Mining Corp,CAD
SDE,Spartan Delta Corp.,CAD
SEA,Seabridge Gold Inc,CAD
SEC,Senvest Capital Inc,CAD
SES,Secure Energy Services Inc,CAD
SFC,Sagicor Financial Co Ltd,CAD
SFD,NXT Energy Solutions Inc,CAD
SFI,Solution Financial Inc.,CAD
SFTC,Softchoice Corporation,CAD
SGLD,Sabre Gold Mines Corp.,CAD
SGNL,Signal Gold Inc.,CAD
SGR.U,Slate Grocery REIT,USD
SGR.UN,Slate Grocery REIT,CAD
SGY,Surge Energy Inc,CAD
SHLE,Source Energy Services Ltd,CAD
SHOP,Shopify Inc,CAD
SIA,Sienna Senior Living Inc,CAD
SIH.UN,Sustainable Innovation & Health Dividend Fund,CAD
SII,Sprott Inc,CAD
SIL,SilverCrest Metals Inc,CAD
SIS,Savaria Corp,CAD
SJ,Stella-Jones Inc,CAD
SKE,Skeena Resources Limited,CAD
SLF,Sun Life Financial Inc,CAD
SLF.PR.C,Sun Life Financial Inc,CAD
SLF.PR.D,Sun Life Financial Inc,CAD
SLF.PR.E,Sun Life Financial Inc,CAD
SLF.PR.G,Sun Life Financial Inc,CAD
SLF.PR.H,Sun Life Financial Inc,CAD
SLF.PR.I,Sun Life Financial Inc,CAD
SLF.PR.J,Sun Life Financial Inc,CAD
SLF.PR.K,Sun Life Financial Inc,CAD
SLR,Solitario Zinc Corp,CAD
SLS,Solaris Resources Inc.,CAD
SMA,Standard Mercantile Acquisition Corp.,CAD
SMC,SULLIDEN MINING CAPITAL INC,CAD
SMT,Sierra Metals Inc,CAD
SNC,SNC-Lavalin Group Inc,CAD
SOIL,Saturn Oil & Gas Inc.,CAD
SOLG,SolGold PLC,CAD
SOT.UN,Slate Office REIT,CAD
SOY,SunOpta Inc,CAD
SPAY.U,Horizons Short-Term U.S. Treasury Premium Yield Etf,USD
SPB,Superior Plus Corp,CAD
SPG,Spark Power Group Inc,CAD
SPLT,Brompton Split Corp. PreferredShareETF,CAD
SPPP,Sprott Physical Platinum and Palladium Trust,CAD
SRU.UN,SmartCentres Real Estate Investment Trust,CAD
SRV.UN,SIR Royalty Income Fund,CAD
SSL,Sandstorm Gold Ltd,CAD
SSRM,SSR Mining Inc,CAD
STC,Sangoma Technologies Corporation,CAD
STCK,Stack Capital Group Inc.,CAD
STCK.WT,,CAD
STEP,STEP Energy Services Ltd,CAD
STGO,Steppe Gold Ltd,CAD
STLC,Stelco Holdings Inc,CAD
STN,Stantec Inc,CAD
SU,Suncor Energy Inc,CAD
SVA,Sernova Corp.,CAD
SVB,Silver Bull Resources Inc,CAD
SVI,StorageVault Canada Inc,CAD
SVM,Silvercorp Metals Inc,CAD
SWP,Swiss Water Decaffeinated Coffee Inc,CAD
SXI,Synex International Inc,CAD
SXP,Supremex Inc,CAD
SYZ,Sylogist Ltd.,CAD
SZLS,StageZero Life Sciences Ltd,CAD
SZLS.WS,STAGEZERO LIFE SCIENCES LTD WS,CAD
T,TELUS Corp,CAD
TA,TransAlta Corp,CAD
TAIG,Taiga Motors Corporation,CAD
TAL,PetroTal Corp.,CAD
TA.PR.D,TransAlta Corp,CAD
TA.PR.E,TransAlta Corp,CAD
TA.PR.F,TransAlta Corp,CAD
TA.PR.G,TRANSALTA CORPORATION PREF SER ,CAD
TA.PR.H,TransAlta Corp,CAD
TA.PR.J,TransAlta Corp,CAD
TBL,Taiga Building Products Ltd,CAD
TBNK,TD Canadian Bank Dividend Index ETF,CAD
TBP,Tetra Bio-Pharma Inc.,CAD
TC,Tucows Inc,CAD
TCL.A,Transcontinental Inc,CAD
TCL.B,Transcontinental Inc,CAD
TCN,Tricon Capital Group Inc,CAD
TCS,TECSYS Inc,CAD
TCW,Trican Well Service Ltd,CAD
TD,Toronto-Dominion Bank-The,CAD
TD.PF.A,Toronto-Dominion Bank-The,CAD
TD.PF.B,Toronto-Dominion Bank-The,CAD
TD.PF.C,Toronto-Dominion Bank-The,CAD
TD.PF.D,Toronto-Dominion Bank-The,CAD
TD.PF.E,Toronto-Dominion Bank-The,CAD
TD.PF.I,Toronto-Dominion Bank-The,CAD
TD.PF.J,Toronto-Dominion Bank-The,CAD
TD.PF.K,Toronto-Dominion Bank-The,CAD
TD.PF.L,Toronto-Dominion Bank-The,CAD
TD.PF.M,Toronto-Dominion Bank-The,CAD
TECK.A,Teck Resources Ltd,CAD
TECK.B,Teck Resources Ltd,CAD
TECX,TD Global Technology Leaders CAD Hedged Index ETF,CAD
TF,Timbercreek Financial Corp,CAD
TFII,TFI International Inc,CAD
TFPM,Triple Flag Precious Metals Corp.,CAD
TFPM.U,Triple Flag Precious Metals Corp.,USD
TGL,TransGlobe Energy Corp,CAD
TGO,TeraGo Inc,CAD
TH,Theratechnologies Inc,CAD
THNC,Thinkific Labs Inc.,CAD
TI,Titan Mining Corp,CAD
TIH,Toromont Industries Ltd,CAD
TIPS.U,BMO US TIPS Index ETF,USD
TIXT,TELUS International ,CAD
TKN,Ninepoint Bitcoin ETF,CAD
TKN.U,Ninepoint Bitcoin ETF,USD
TKO,Taseko Mines Ltd,CAD
TLG,Troilus Gold Corp,CAD
TLO,Talon Metals Corp,CAD
TLRY,"Tilray, Inc.",CAD
TMD,Titan Medical Inc,CAD
TML,Treasury Metals Inc,CAD
TMQ,Trilogy Metals Inc,CAD
TNT.UN,True North Commercial Real Estate Investment Trust,CAD
TNX,Tanzanian Gold Corp,CAD
TNZ,Tenaz Energy Corp.,CAD
TOT,Total Energy Services Inc,CAD
TOU,Tourmaline Oil Corp,CAD
TOY,SPIN MASTER CORP,CAD
TPX.A,Molson Coors Canada Inc,CAD
TPX.B,Molson Coors Canada Inc,CAD
TPZ,Topaz Energy Corp.,CAD
TRI,Thomson Reuters Corp,CAD
TRI.PR.B,Thomson Reuters Corp,CAD
TRP,TC Energy Corp,CAD
TRP.PR.A,TC Energy Corp,CAD
TRP.PR.B,TC Energy Corp,CAD
TRP.PR.C,TC Energy Corp,CAD
TRP.PR.D,TC Energy Corp,CAD
TRP.PR.E,TC Energy Corp,CAD
TRP.PR.F,TC Energy Corp,CAD
TRP.PR.G,TC Energy Corp,CAD
TRP.PR.H,TC Energy Corp,CAD
TRP.PR.I,TC Energy Corp,CAD
TRVI,Harvest Travel & Leisure Income ETF,CAD
TRZ,Transat AT Inc,CAD
TSAT,Telesat Corporation,CAD
TSK,Talisker Resources Ltd.,CAD
TSL,Tree Island Steel Ltd,CAD
TSND,TerrAscend Corp.,CAD
TSU,Trisura Group Ltd,CAD
TTNM,TITANIUM TRANSPORTATION GROUP I,CAD
TVA.B,TVA Group Inc,CAD
TVE,Tamarack Valley Energy Ltd,CAD
TVK,TerraVest Industries Inc,CAD
TWC,TWC Enterprises Ltd,CAD
TWM,Tidewater Midstream and Infrastructure Ltd,CAD
TWM.WT,Tidewater Midstream and Infrastructure Ltd,CAD
TXG,Torex Gold Resources Inc,CAD
TXP,Touchstone Exploration Inc,CAD
TXT.PR.A,Top 10 Split Trust,CAD
UBIL.U,Horizons 0-3 Month U.S. T-Bill ETF,USD
UMAX,Hamilton Utils Yield Maximizer ETF,CAD
UNC.PR.B,United Corporations Ltd,CAD
UNC.PR.C,United Corporations Ltd,CAD
UNI,Unisync Corp,CAD
URB,Urbana Corp,CAD
URB.A,Urbana Corp,CAD
URC,Uranium Royalty Corp.,CAD
URE,Ur-Energy Inc,CAD
USA,Americas Gold & Silver Corp,CAD
USCC,Horizons US Large Cap Equity Covered Call ETF,CAD
USCL,Horizons Enhanced US Large Cap Equity Covered Call Etf,CAD
U.U,Sprott Physical Uranium Trust Fund,USD
U.UN,Sprott Physical Uranium Trust Fund,CAD
VBNK,VersaBank,CAD
VBNK.PR.A,VERSABANK PREF SERIES 1,CAD
VCM,Vecima Networks Inc,CAD
VET,Vermilion Energy Inc,CAD
VGCX,Victoria Gold Corp,CAD
VGZ,Vista Gold Corp,CAD
VHI,Vitalhub Corp.,CAD
VLE,Valeura Energy Inc,CAD
VLN,Velan Inc,CAD
VMD,Viemed Healthcare Inc,CAD
VMH.U,VM Hotel Acquisition Corp.,USD
VNP,5N Plus Inc,CAD
VOXR,Vox Royalty Corp.,CAD
VPH,Valeo Pharma Inc.,CAD
VQS,VIQ Solutions Inc.,CAD
VRTS,Vertiqal Studios,CAD
WCM.A,Wilmington Capital Management Inc,CAD
WCM.B,Wilmington Capital Management Inc.,CAD
WCN,Waste Connections Inc,CAD
WCP,Whitecap Resources Inc,CAD
WDO,Wesdome Gold Mines Ltd,CAD
WEED,Canopy Growth Corp,CAD
WEED.WT,Canopy Growth Corp,CAD
WEF,Western Forest Products Inc,CAD
WELL,Well Health Technologies Corp,CAD
WFC,Wall Financial Corp,CAD
WFG,West Fraser Timber Co. Ltd.,CAD
WFS.PR.A,World Financial Split Corp,CAD
WILD,WildBrain Ltd,CAD
WJX,Wajax Corp,CAD
WLLW,Willow Biosciences Inc,CAD
WM,Wallbridge Mining Co Ltd,CAD
WN,George Weston Ltd,CAD
WNDR,WonderFi Technologies Inc.,CAD
WN.PR.A,George Weston Ltd,CAD
WN.PR.C,George Weston Ltd,CAD
WN.PR.D,George Weston Ltd,CAD
WN.PR.E,George Weston Ltd,CAD
WPK,Winpak Ltd,CAD
WPM,Wheaton Precious Metals Corp,CAD
W.PR.M,Westcoast Energy Inc,CAD
WPRT,Westport Fuel Systems Inc,CAD
WRG,Western Energy Services Corp,CAD
WRN,Western Copper & Gold Corp,CAD
WRX,Western Resources Corp,CAD
WSP,WSP Global Inc,CAD
WTE,Westshore Terminals Investment Corp,CAD
X,TMX Group Ltd,CAD
XAD,Ishares U.S. Aerospace & Defense Index ETF,CAD
XAM,Xanadu Mines Limited,CAD
XAU,GoldMoney Inc,CAD
XCHP,Ishares Semiconductor Index ETF,CAD
XETM,Ishares S&P/Tsx Energy Transition Materials Index Etf,CAD
XLY,Auxly Cannabis Group Inc.,CAD
XMF.PR.B,M Split Corp,CAD
XMF.PR.C,M Split Corp,CAD
XTC,Exco Technologies Ltd,CAD
XTD.PR.A,TDb Split Corp,CAD
XTG,Xtra-Gold Resources Corp,CAD
XTRA,Xtract One Technologies Inc.,CAD
XUSF,Ishares S&P U.S. Financials Index Etf,CAD
Y,Yellow Pages Ltd-Canada,CAD
YCM.PR.A,Commerce Split Corp,CAD
YCM.PR.B,Commerce Split Corp,CAD
YGR,Yangarra Resources Ltd,CAD
YRB,Yorbeau Resources Inc,CAD
ZEAT,BMO Global Agriculture ETF,CAD
ZGRO.T,BMO Growth ETF,CAD
ZUAG.F,BMO US Aggregate Bond Index ETF,CAD
ZWEN,BMO Covered Call Energy ETF,CAD
ZWHC,BMO Covered Call Health Care ETF,CAD
ZZZ,SLEEP COUNTRY CANADA HOLDING,CAD
